Name,Type,mag,Const,_RAJ2000,_DEJ2000
I4692,Gx,,Pav,273.7005,-58.7000
I4694,Gx,,Pav,273.8505,-58.2167
6599,Gx,13.0,Her,273.9004,24.9333
6600,-,,Her,273.9254,25.0333
6583,OC,10.0,Sgr,273.9504,-22.1333
I1285,OC,,Her,274.0254,25.1000
6612,Gx,15.0,Lyr,274.0504,36.0833
I1286,Gx,15.0,Dra,274.0505,55.5667
6578,Pl,13.0,Sgr,274.0754,-20.4500
I4682,Gx,,Pav,274.1006,-71.5833
I4701,Nb,,Sgr,274.1254,-16.7333
6602,Gx,14.0,Her,274.1504,25.0333
6589,,,Sgr,274.2254,-19.7667
6590,C+N,,Sgr,274.2504,-19.8833
6595,OC,7.0,Sgr,274.2504,-19.8833
6605,OC,6.0,Ser,274.2754,-14.9667
I4700,,,Sgr,274.2754,-19.8667
6610,-,,Her,274.3004,15.0000
I1283,Nb,,Sgr,274.3254,-19.7333
I4695,,,Pav,274.3505,-58.9167
6596,OC,,Sgr,274.3754,-16.6667
I1284,Nb,,Sgr,274.4254,-19.6667
6616,Gx,15.0,Her,274.4504,22.2500
6604,C+N,6.5,Ser,274.5254,-12.2333
6603,OC,11.0,Sgr,274.6004,-18.4167
I4699,Pl,12.0,Tel,274.6255,-45.9833
6584,Gb,9.2,Tel,274.6505,-52.2167
6615,Gx,15.0,Oph,274.6504,13.2667
6611,C+N,6.0,Ser,274.7004,-13.7833
6619,Gx,14.0,Her,274.7004,23.6667
I4703,OC,,Ser,274.7254,-13.7833
6623,Gx,14.0,Her,274.8754,23.7167
I4706,,,Sgr,274.9004,-16.0167
6643,Gx,11.1,Dra,274.9507,74.5667
6613,OC,6.9,Sgr,274.9754,-17.1333
I4707,,,Sgr,275.0254,-16.0167
I4696,Gx,,Pav,275.0755,-64.7333
6618,C+N,6.0,Sgr,275.2004,-16.1833
I4698,,,Pav,275.2505,-63.3667
6557,Gx,,Oct,275.3507,-76.5667
6588,,,Pav,275.3755,-63.8000
6636,Gx,14.0,Dra,275.5006,66.6333
6628,Gx,15.0,Her,275.5504,23.4833
6627,Gx,13.2,Her,275.6754,15.7000
6620,Pl,15.0,Sgr,275.7254,-26.8167
I4702,Gx,,Pav,275.7755,-59.2333
6625,OC,9.0,Sct,275.8004,-12.0500
6624,Gb,8.3,Sgr,275.9254,-30.3667
6654,Gx,11.6,Dra,276.0256,73.1833
6651,Gx,14.0,Dra,276.0756,71.6000
I4709,,,Tel,276.0755,-56.2000
6626,Gb,6.9,Sgr,276.1254,-24.8667
6632,Gx,13.0,Her,276.2504,27.5333
6614,Gx,,Pav,276.3005,-63.2333
6650,Gx,15.0,Dra,276.3506,68.0000
6648,-,,Dra,276.4005,64.9833
6629,Pl,12.0,Sgr,276.4254,-23.2000
6438,Gx,13.0,Oct,276.5015,-85.4167
I4715,C+N,,Sgr,276.5504,-18.4333
I4733,,,Dra,276.6255,64.9667
6631,OC,12.0,Sct,276.8004,-12.0333
6635,Gx,15.0,Her,276.9004,14.8167
6633,OC,4.6,Oph,276.9254,6.5667
I4704,Gx,,Pav,276.9756,-71.6167
6640,Gx,14.0,Lyr,277.0254,34.3000
I4711,,,Pav,277.0255,-64.9500
I4705,Gx,,Pav,277.0506,-71.7000
I4710,Gx,12.0,Pav,277.1756,-66.9833
6641,Gx,14.0,Her,277.2004,22.9000
I1288,Gx,14.0,Lyr,277.3504,39.7167
6646,Gx,13.0,Lyr,277.4004,39.8667
I1289,,,Lyr,277.4504,40.0000
6634,-,,Sgr,277.4754,-33.4167
I4713,Gx,,Pav,277.5006,-67.2167
6639,OC,,Sct,277.5254,-13.2000
6667,Gx,12.0,Dra,277.6756,67.9833
6638,Gb,9.2,Sgr,277.7254,-25.5000
I4714,Gx,,Pav,277.7256,-66.6500
I4712,Gx,,Pav,277.7756,-71.7000
I1287,Nb,,Sct,277.8254,-10.8333
6637,Gb,7.7,Sgr,277.8504,-32.3500
6647,OC,8.0,Sgr,277.8754,-17.3500
I4725,OC,4.6,Sgr,277.9004,-19.2500
6642,Gb,8.8,Sgr,277.9754,-23.4833
I4762,OC,,Dra,278.1256,67.8333
6630,Gx,,Pav,278.1505,-63.2833
6644,Pl,12.0,Sgr,278.1504,-25.1333
6645,OC,9.0,Sgr,278.1504,-16.9000
I4716,,,Pav,278.1755,-56.9667
6657,Gx,14.0,Lyr,278.2504,34.0333
6676,Gx,15.0,Dra,278.3006,66.9500
6678,-,,Dra,278.3006,67.8500
I4719,Gx,,Tel,278.3005,-56.7333
6668,,,Dra,278.3256,67.1333
I4717,Gx,,Pav,278.3255,-57.9667
6649,OC,8.9,Sct,278.3754,-10.4000
6663,Gx,15.0,Lyr,278.3754,40.0500
6670,Gx,15.0,Dra,278.3755,59.8833
I4720,Gx,,Pav,278.3755,-58.4000
I4763,,,Dra,278.3756,67.1333
6677,Gx,13.0,Dra,278.4006,67.1333
6679,Gx,13.0,Dra,278.4006,67.1333
6672,Gx,15.0,Lyr,278.4505,42.8000
I4718,Gx,,Pav,278.4505,-60.1333
6658,Gx,12.9,Her,278.4754,22.8833
6659,-,,Her,278.4754,23.5667
I1291,Gx,14.0,Dra,278.4755,49.2667
I4732,Pl,13.0,Sgr,278.4754,-22.6500
6662,Gx,15.0,Lyr,278.5004,32.0500
6665,Gx,14.0,Lyr,278.6254,30.7000
I4721,Gx,13.0,Pav,278.6255,-58.5000
I4722,Gx,,Pav,278.6255,-57.8000
6660,,,Her,278.6504,22.9167
6661,Gx,11.9,Her,278.6504,22.9167
6655,-,,Sct,278.7004,-5.9833
6690,Gx,13.0,Dra,278.7006,70.5333
6689,Gx,12.0,Dra,278.7256,70.5333
6666,,,Lyr,278.8254,33.5833
6652,Gb,8.9,Sgr,278.9504,-32.9833
I4723,Pl,15.0,Pav,278.9505,-63.3667
6656,Gb,5.1,Sgr,279.1004,-23.9000
6664,OC,7.8,Sct,279.1754,-8.2167
I4726,,,Pav,279.2255,-62.8500
6687,Gx,15.0,Dra,279.3005,59.6167
6671,Gx,14.0,Lyr,279.3504,26.4000
6675,Gx,13.0,Lyr,279.3504,40.0667
I4727,Gx,,Pav,279.4755,-62.7000
I4728,Gx,,Pav,279.4755,-62.5333
6669,Gx,,Her,279.5004,22.0667
I4734,Gx,,Pav,279.6005,-57.4833
I1290,,,Sgr,279.6254,-24.1167
6674,Gx,12.1,Her,279.6504,25.3833
I4724,,,Pav,279.6506,-70.1167
I4736,Gx,,Pav,279.6505,-57.9000
I4731,Gx,,Pav,279.6755,-62.9500
I4730,Gx,,Pav,279.7005,-63.3500
I4756,OC,5.0,Ser,279.7504,5.4500
6691,Gx,14.0,Dra,279.8255,55.6333
I4735,,,Pav,279.9255,-62.9500
6680,Gx,15.0,Her,279.9504,22.3000
6685,,,Lyr,279.9754,39.9833
I4737,,,Pav,279.9755,-62.6000
I4772,Gx,15.0,Lyr,279.9754,40.0000
6696,Gx,16.0,Dra,280.0005,59.3167
I4729,Gx,,Pav,280.0006,-67.4333
6686,Gx,15.0,Lyr,280.0254,40.1333
I4738,,,Pav,280.1005,-61.9000
6688,Gx,14.0,Lyr,280.1754,36.2667
I4739,,,Pav,280.2005,-61.9000
I4743,,,Pav,280.3255,-61.7667
6682,-,,Sct,280.4004,-4.7667
6693,*,,Lyr,280.4004,36.9167
I4741,,,Pav,280.4005,-63.9500
6692,Gx,14.0,Lyr,280.4254,34.8167
I1293,,,Dra,280.4255,56.3167
I4744,,,Pav,280.4505,-63.2333
I4768,OC,,Sct,280.4504,-5.5167
I4742,Gx,,Pav,280.4755,-63.8667
6683,OC,10.0,Sct,280.5504,-6.2833
I4745,Gx,,Pav,280.6505,-64.9500
6695,Gx,14.0,Lyr,280.6754,40.4000
I4748,,,Pav,280.6755,-64.0833
I4749,,,Pav,280.7255,-63.2167
I4740,Gx,,Pav,280.7506,-68.3667
I4750,,,Pav,280.7505,-62.9667
6681,Gb,8.1,Sgr,280.8004,-32.3000
6701,Gx,13.0,Dra,280.8005,60.6667
I4751,,,Pav,280.8005,-62.1167
I4753,,,Pav,280.8755,-62.1000
I4752,,,Pav,280.9505,-64.0833
I4757,Gx,,Pav,280.9755,-57.1667
I4761,Gx,,Tel,280.9755,-52.8500
I4754,Gx,,Pav,281.0005,-61.9833
6653,Gx,,Pav,281.1507,-73.2667
I1292,,,Sgr,281.2004,-27.8167
I4755,,,Pav,281.2505,-63.6833
6673,Gx,,Pav,281.2755,-62.2833
6694,OC,8.0,Sct,281.3004,-9.4000
6697,Gx,14.0,Her,281.3004,25.5167
I4759,Gx,,Pav,281.4255,-63.0833
I4760,,,Pav,281.4255,-62.9500
I4776,Pl,12.0,Sgr,281.4504,-33.3500
6714,-,,Dra,281.4756,66.7333
I4746,,,Pav,281.4756,-72.6667
I4747,,,Pav,281.4756,-72.6167
6700,Gx,14.0,Lyr,281.5004,32.2833
I4758,,,Pav,281.6006,-65.7500
6702,Gx,12.2,Lyr,281.7505,45.7000
I4764,,,Pav,281.7505,-63.4833
6703,Gx,11.4,Lyr,281.8255,45.5500
I4765,Gx,,Pav,281.8255,-63.3333
I4766,,,Pav,281.8755,-63.2833
I4767,Gx,,Pav,281.9255,-63.4000
I4769,Gx,,Pav,281.9255,-63.1667
I4770,,,Pav,282.0255,-63.3833
I4777,,,Tel,282.0255,-53.1333
6698,-,,Sgr,282.0504,-25.9167
I4774,Gx,,Pav,282.0505,-57.9333
I4771,,,Pav,282.0755,-63.2500
I4775,Gx,,Pav,282.1005,-57.1833
6684,Gx,10.5,Pav,282.2505,-65.1833
6711,Gx,14.0,Dra,282.2505,47.6500
I4791,,,Her,282.2504,19.3333
I1294,,,Lyr,282.4754,40.2500
I4778,Gx,,Pav,282.5005,-61.7167
I4780,,,Pav,282.5005,-59.2333
I4779,,,Pav,282.6255,-63.0000
6710,Gx,12.8,Lyr,282.6504,26.8333
6713,Gx,14.0,Lyr,282.6754,33.9500
6704,OC,9.2,Sct,282.7254,-5.2000
I4782,Gx,,Tel,282.7255,-55.4833
6705,OC,5.8,Sct,282.7754,-6.2667
I4773,Gx,,Pav,282.8256,-69.9167
6709,OC,6.7,Aql,282.8754,10.3500
I4783,,,Pav,282.8755,-58.8000
I4781,,,Pav,282.9255,-62.7833
6699,Gx,13.0,Pav,283.0255,-57.3167
I4786,,,Tel,283.1755,-56.7000
I4784,,,Pav,283.2255,-63.4167
I4785,Gx,,Pav,283.2255,-59.2500
6712,Gb,8.2,Sct,283.2754,-8.7000
I1296,Gx,15.0,Lyr,283.3254,33.0667
6720,Pl,9.0,Lyr,283.4004,33.0333
6716,OC,6.9,Sgr,283.6504,-19.8833
I1295,Pl,15.0,Sct,283.6504,-8.8333
I4788,,,Pav,283.6755,-63.4333
6715,Gb,7.7,Sgr,283.7754,-30.4833
6717,Gb,,Sgr,283.7754,-22.7000
I4802,,,Sgr,283.7754,-22.7000
6747,Gx,15.0,Dra,283.8256,72.7833
6707,Gx,,Tel,283.8505,-53.8167
6708,Gx,,Tel,283.9005,-53.7167
I4792,,,Tel,283.9255,-56.4167
I4787,Gx,,Pav,284.0256,-68.6833
I4789,Gx,,Pav,284.0756,-68.5667
6732,Gx,14.0,Dra,284.1005,52.3667
I4796,Gx,,Tel,284.1255,-54.2167
I4797,Gx,11.3,Tel,284.1255,-54.3000
I4790,,,Pav,284.1505,-64.9333
6706,Gx,,Pav,284.2255,-63.1667
I4793,,,Pav,284.2255,-61.3833
6724,-,,Aql,284.2504,10.3667
6731,-,,Lyr,284.2505,43.0667
I4794,,,Pav,284.2755,-62.0833
I4795,,,Pav,284.3005,-61.6000
I4798,Gx,,Pav,284.5755,-62.1167
I4800,Gx,,Pav,284.6755,-63.1333
I4799,,,Pav,284.7255,-63.9167
6742,Pl,15.0,Dra,284.8255,48.4667
6723,Gb,7.3,Sgr,284.9004,-36.6333
I4801,Gx,,Pav,284.9005,-64.6667
6728,-,,Aql,285.0004,-8.9500
I4803,,,Pav,285.1505,-62.0667
6750,Gx,13.0,Dra,285.1755,59.1667
6721,Gx,12.0,Pav,285.2005,-57.7833
6735,OC,,Aql,285.2004,-0.4667
6740,Gx,15.0,Lyr,285.2004,28.7500
I4804,Gx,,Pav,285.2755,-61.8333
I4808,Gx,,CrA,285.2755,-45.3167
I4812,Nb,,CrA,285.2754,-37.0667
6738,OC,8.0,Aql,285.3504,11.6000
6743,?,,Lyr,285.3504,29.2667
6718,Gx,,Pav,285.3756,-66.1167
I4806,Gx,,Pav,285.3755,-57.5333
6745,Gx,13.0,Lyr,285.4004,40.7500
6726,Nb,,CrA,285.4254,-36.8833
6725,Gx,,Tel,285.4505,-53.9333
6727,Nb,,CrA,285.4504,-36.9000
I4816,,,Sgr,285.4504,-13.1500
6729,Nb,,CrA,285.4754,-36.9500
I4805,,,Pav,285.5005,-63.0500
6737,-,,Sgr,285.5504,-18.5333
I4807,Gx,,Pav,285.5755,-56.9333
6741,Pl,11.0,Aql,285.6504,-0.4500
I4810,Gx,,Tel,285.7505,-56.1667
6719,Gx,,Pav,285.7756,-68.5833
6722,Gx,,Pav,285.9255,-64.9000
6748,-,,Vul,285.9504,21.6000
I4809,,,Pav,286.0005,-62.1667
I4814,,,Pav,286.2505,-58.7333
6749,Gb,11.1,Aql,286.2754,1.7833
6757,Gx,14.0,Dra,286.2755,55.7167
6762,Gx,14.0,Dra,286.4005,63.9333
6763,Gx,14.0,Dra,286.4005,63.9333
I4811,,,Pav,286.4506,-67.1167
I4813,,,Pav,286.4506,-66.5167
6751,Pl,13.0,Aql,286.4754,-6.0000
I4818,Gx,,Tel,286.5005,-55.1333
6733,Gx,,Pav,286.5505,-62.2000
I4817,Gx,,Tel,286.5505,-56.1667
I4815,,,Pav,286.6755,-61.6833
6759,Gx,15.0,Dra,286.7255,50.3167
I4819,Gx,,Pav,286.7755,-59.4667
6734,Gx,,Pav,286.8006,-65.4667
6736,Gx,,Pav,286.8756,-65.4333
6730,Gx,,Pav,286.9006,-68.9167
6739,Gx,,Pav,286.9505,-61.3667
6755,OC,7.5,Aql,286.9504,4.2333
6764,Gx,13.0,Cyg,287.0755,50.9333
6756,OC,11.0,Aql,287.1754,4.6833
I4820,Gx,,Pav,287.3005,-63.4667
I4821,Gx,,Tel,287.3755,-55.0167
6744,Gx,9.0,Pav,287.4505,-63.8500
6766,-,,Lyr,287.4755,46.2500
6746,Gx,,Pav,287.6005,-61.9667
6752,Gb,5.4,Pav,287.7255,-59.9833
6786,Gx,13.0,Dra,287.7257,73.4000
6765,Pl,,Lyr,287.7754,30.5500
6760,Gb,9.1,Aql,287.8004,1.0333
6753,Gx,12.0,Pav,287.8505,-57.0500
6754,Gx,13.0,Tel,287.8505,-50.6500
6767,-,,Lyr,287.9004,37.7167
I4823,,,Pav,288.0505,-64.0000
I4826,Gx,,Pav,288.0755,-57.2000
I4829,Gx,,Tel,288.1505,-56.5333
I4824,Gx,,Pav,288.3005,-62.0833
I4827,Gx,,Pav,288.3255,-60.8667
I4828,,,Pav,288.4005,-62.0667
I4830,Gx,,Pav,288.4505,-59.3000
6758,Gx,13.0,Tel,288.4755,-56.3167
I4832,Gx,,Tel,288.5255,-56.6167
6772,Pl,14.0,Aql,288.6504,-2.7000
I4831,Gx,,Pav,288.6755,-62.2667
I4822,,,Pav,288.7256,-72.4333
6773,-,,Aql,288.7504,4.8833
6761,Gx,,Tel,288.8255,-50.6667
I4837,Gx,12.0,Tel,288.8255,-54.6667
I4835,,,Pav,288.8755,-58.2333
I4833,,,Pav,288.9005,-62.3333
I4839,Gx,,Tel,288.9005,-54.6333
I4840,Gx,,Tel,288.9755,-56.2167
6787,Gx,15.0,Dra,289.0755,60.4167
I4836,Gx,,Pav,289.0755,-60.2000
6768,Gx,,CrA,289.1254,-40.1833
I4834,,,Pav,289.1255,-64.0167
I4846,Pl,13.0,Aql,289.1254,-9.0500
6774,OC,,Sgr,289.1504,-16.2667
6779,Gb,8.3,Lyr,289.1504,30.1833
6783,Gx,15.0,Cyg,289.1505,46.0167
6789,Gx,13.0,Dra,289.1755,64.0000
6775,Ast,,Aql,289.2004,-0.9167
I4838,,,Pav,289.2005,-61.6167
I4825,,,Pav,289.3256,-72.7500
I1297,Pl,,CrA,289.3504,-39.6167
6769,Gx,11.8,Pav,289.6005,-60.5167
6778,Pl,13.0,Aql,289.6004,-1.6000
6781,Pl,12.0,Aql,289.6004,6.5500
I1298,OC,,Aql,289.6254,-1.6167
6770,Gx,12.0,Pav,289.6755,-60.5167
6771,Gx,12.5,Pav,289.6755,-60.5500
I4844,Gx,,Tel,289.7505,-56.0333
I4843,,,Pav,289.8255,-59.3000
I4842,Gx,12.3,Pav,289.8755,-60.6500
I4845,Gx,,Pav,290.1005,-60.3833
I4850,,,Aql,290.1004,-0.1333
6791,OC,9.5,Lyr,290.1754,37.8500
I4841,,,Pav,290.2006,-72.2167
6785,,,Aql,290.2254,-1.1000
6792,Gx,13.0,Lyr,290.2505,43.1333
6796,Gx,14.0,Dra,290.3755,61.1500
I1299,OC,,Vul,290.6504,20.7500
I4848,,,Pav,290.7005,-56.7833
6780,Gx,13.0,Tel,290.7255,-55.7833
6790,Pl,10.0,Aql,290.8004,1.5167
6793,OC,,Vul,290.8004,22.1833
I4847,,,Pav,290.8755,-65.5166
6782,Gx,13.0,Pav,291.0005,-59.9166
6798,Gx,14.0,Cyg,291.0005,53.6333
I1300,?,,Cyg,291.0255,52.6500
6776,Gx,12.0,Pav,291.3505,-63.8666
I4849,,,Pav,291.3505,-62.9000
I4851,Gx,,Pav,291.3755,-57.6666
6795,-,,Aql,291.5254,3.5167
I4852,Gx,,Pav,291.6005,-60.3333
I4867,Gx,14.0,Cyg,291.6255,50.1167
6784,Gx,,Pav,291.6505,-65.6166
I1301,Gx,,Cyg,291.6505,49.7500
6777,,,Pav,291.7006,-71.5000
6788,,,Tel,291.7255,-54.9500
6800,OC,,Vul,291.8004,25.1333
I4854,,,Pav,291.8505,-59.3000
I4855,,,Pav,291.8755,-59.3000
I4856,Gx,,Tel,291.8755,-54.9166
6801,Gx,15.0,Cyg,291.9255,54.3667
6794,Gx,,Sgr,291.9754,-38.8833
I4863,,,Sgr,292.0754,-36.2000
I4857,Gx,,Pav,292.1505,-58.7666
I4858,Gx,,Pav,292.1505,-58.7666
6797,-,,Sgr,292.2254,-25.6667
I4861,,,Pav,292.3005,-57.5666
6802,OC,8.8,Vul,292.6504,20.2667
I4859,,,Pav,292.7006,-66.3166
I1302,Gx,13.3,Cyg,292.7254,35.7833
I4853,,,Pav,292.7256,-71.0666
I4865,,,Tel,292.7255,-46.7000
6803,Pl,11.0,Aql,292.8254,10.0500
I1303,Gx,14.2,Cyg,292.8754,35.8833
I4860,Gx,,Pav,292.8756,-67.3666
6804,Pl,12.0,Aql,292.9004,9.2167
I4862,Gx,,Pav,292.9256,-67.3166
6799,Gx,,Tel,293.0755,-55.9000
I4868,,,Tel,293.3755,-45.9000
6807,Pl,14.0,Aql,293.6504,5.6833
I4866,Gx,,Pav,293.6505,-61.1500
I4873,,,Tel,293.7255,-46.1333
I1304,,,Cyg,293.8754,41.0333
I4871,Gx,,Pav,293.9255,-57.5166
I4872,Gx,,Pav,293.9255,-57.5166
I4869,Gx,,Pav,294.0005,-61.0333
I4874,Gx,,Tel,294.1005,-47.2666
6805,Gx,,Sgr,294.2004,-37.5500
6806,Gx,,Sgr,294.3004,-42.3166
6817,Gx,15.0,Dra,294.3505,62.3667
I4870,Gx,,Pav,294.4005,-65.8166
I4875,Gx,,Tel,294.4255,-52.0666
I4876,Gx,,Tel,294.4255,-52.8500
I4877,Gx,,Tel,294.4755,-51.9833
6811,OC,6.8,Cyg,294.5505,46.5667
I4878,,,Pav,294.7005,-58.2166
I1305,,,Vul,294.8254,20.2167
I4879,,,Tel,294.9255,-52.3666
6809,Gb,7.0,Sgr,295.0004,-30.9666
I4864,Gx,,Oct,295.0258,-77.5500
6813,Nb,,Vul,295.1004,27.3000
I4881,Gx,,Tel,295.1005,-55.8500
I4882,Gx,,Tel,295.1005,-55.2000
I4880,Gx,,Tel,295.1255,-56.4166
6815,OC,,Vul,295.2254,26.8500
6819,OC,7.3,Cyg,295.3254,40.1833
6825,Gx,15.0,Dra,295.4255,64.0833
I1306,?,,Cyg,295.4254,37.6500
I4883,Gx,,Tel,295.5005,-55.5500
6814,Gx,11.2,Aql,295.6754,-10.3167
I4884,,,Pav,295.6755,-58.1166
I1307,?,,Vul,295.7004,27.5000
6820,Nb,,Vul,295.7754,23.2833
6823,OC,7.1,Vul,295.7754,23.3000
I4886,Gx,,Tel,295.7755,-51.8000
6810,Gx,12.0,Pav,295.9005,-58.6666
6824,Gx,11.9,Cyg,295.9255,56.1167
6808,Gx,13.0,Pav,295.9756,-70.6500
I4885,Gx,,Pav,295.9755,-60.6500
6816,,,Sgr,296.0004,-28.5500
6818,Pl,10.0,Sgr,296.0004,-14.1500
6821,Gx,14.0,Aql,296.1004,-6.8333
6826,Pl,10.0,Cyg,296.2005,50.5167
6822,Gx,9.0,Sgr,296.2254,-14.8000
I4888,Gx,,Tel,296.2255,-54.4500
I4895,Gx,8.0,Sgr,296.2504,-14.8000
I1308,,,Sgr,296.2754,-14.7167
I4889,Gx,12.0,Tel,296.3255,-54.3333
I4891,Gx,,Tel,296.3255,-54.3500
6812,Gx,,Tel,296.3505,-55.3500
I4890,Gx,,Tel,296.4005,-56.5500
I4894,Gx,,Tel,296.7505,-51.8500
6829,Gx,15.0,Dra,296.7755,59.9167
I4898,,,Sgr,296.9504,-33.3166
6831,Gx,14.0,Dra,296.9755,59.9000
6832,-,,Dra,297.0255,59.4167
I4887,,,Pav,297.0756,-69.5833
6827,OC,,Vul,297.2254,21.2167
I4896,,,Pav,297.2755,-58.9833
I4897,Gx,,Tel,297.3255,-51.8666
I4892,Gx,,Pav,297.3756,-70.2333
6833,Pl,14.0,Cyg,297.4255,48.9667
I4900,,,Tel,297.5755,-51.3333
6828,-,,Aql,297.6004,7.9167
I4893,,,Pav,297.6506,-72.5166
6830,OC,7.9,Vul,297.7504,23.0667
6834,OC,7.8,Cyg,298.0504,29.4167
6837,OC,,Aql,298.3754,11.6833
6838,Gb,8.3,Sge,298.4504,18.7833
I4899,,,Pav,298.6006,-70.6000
I4901,Gx,,Pav,298.6005,-58.7166
I4902,,,Tel,298.6005,-56.3833
6835,Gx,12.5,Sgr,298.6254,-12.5667
6839,-,,Sge,298.6254,17.9000
6836,Gx,13.0,Sgr,298.6754,-12.6833
6842,Pl,14.0,Vul,298.7504,29.2833
6840,OC,,Aql,298.8254,12.1000
6843,OC,,Aql,299.0254,12.1500
I4905,,,Pav,299.0255,-61.2166
I4907,,,Tel,299.0505,-52.4500
6846,OC,14.0,Cyg,299.1254,30.3500
I4909,Gx,,Tel,299.1755,-50.0500
I4906,Gx,,Pav,299.2005,-60.4666
I4913,Gx,,Sgr,299.2004,-37.3333
I4908,,,Tel,299.2255,-55.7833
6847,-,,Vul,299.2504,29.3333
I4911,,,Tel,299.4255,-51.9666
6841,Gx,,Sgr,299.4504,-31.8166
I4910,,,Pav,299.4505,-56.8666
I4914,,,Tel,299.5255,-50.1166
I4903,,,Pav,299.5506,-70.4500
I4916,Gx,,Tel,299.5755,-50.2666
I4904,,,Pav,299.6256,-70.1833
I4915,Gx,,Tel,299.6255,-52.6333
I4917,Gx,,Tel,299.7255,-52.2666
6856,-,,Cyg,299.8255,56.1333
I4918,,,Tel,299.8255,-52.2833
I4922,,,Sgr,299.8754,-40.3666
6853,Pl,8.1,Vul,299.9004,22.7167
I4924,,,Sgr,299.9754,-41.5500
I4920,,,Tel,300.0255,-53.3833
I4919,Gx,,Tel,300.0505,-55.3666
I4926,,,Sgr,300.0504,-38.5833
6852,Pl,,Aql,300.1504,1.7167
6869,Gx,13.0,Dra,300.1755,66.2166
I4931,Gx,,Sgr,300.2004,-38.5833
6845,Gx,,Tel,300.2255,-47.0833
I4923,Gx,,Tel,300.2505,-52.6333
I4925,,,Tel,300.3005,-52.8500
6849,,,Sgr,300.3254,-40.2166
I4927,Gx,,Tel,300.4505,-53.9166
6857,Pl,,Cyg,300.4754,33.5167
I4932,,,Tel,300.5755,-52.8333
I4930,,,Tel,300.6005,-54.3000
6844,Gx,,Pav,300.7005,-65.2333
6848,Gx,,Tel,300.7005,-56.0833
6858,-,,Aql,300.7754,11.2667
I1309,Gx,,Sgr,300.7754,-17.2333
I4921,,,Pav,300.8256,-67.8333
6850,Gx,,Tel,300.8755,-54.8500
I4933,Gx,,Tel,300.8755,-54.9833
6851,Gx,13.0,Tel,300.9005,-48.2833
6866,OC,7.6,Cyg,300.9254,44.0000
6859,***,,Aql,300.9754,0.4333
I4935,Gx,,Pav,301.1505,-57.6000
I4954,Nb,,Vul,301.2004,29.2500
I4955,,,Vul,301.2254,29.1833
6863,Ast,,Aql,301.2754,-3.5667
I4937,Gx,,Tel,301.3255,-56.2500
6854,Gx,13.0,Tel,301.4255,-54.3833
I4940,,,Sgr,301.4254,-44.7000
6871,OC,5.2,Cyg,301.4754,35.7833
I4936,Gx,,Pav,301.4755,-61.4333
6865,Gx,,Aql,301.5004,-9.0333
I4946,,,Sgr,301.5004,-44.0333
6864,Gb,8.6,Sgr,301.5254,-21.9166
I4938,Gx,,Pav,301.5505,-60.2166
I4943,Gx,,Tel,301.6255,-48.3666
I4948,,,Sgr,301.6254,-43.6166
I4929,Gx,,Pav,301.6756,-71.6833
6855,Gx,,Tel,301.7005,-56.4000
I4912,Gx,,Oct,301.7007,-77.3500
I4942,Gx,,Tel,301.7005,-52.6166
I4941,Gx,,Tel,301.7505,-53.6500
I4944,Gx,,Tel,301.7755,-54.4500
I4934,,,Pav,301.8006,-69.4666
I4939,,,Pav,301.8005,-60.7333
6861,Gx,11.1,Tel,301.8255,-48.3666
I4949,Gx,,Tel,301.8255,-48.3666
I4947,Gx,,Tel,301.8755,-53.1333
6874,-,,Cyg,301.9504,38.2333
6873,D*,,Sge,302.0754,21.1000
I4950,Gx,,Tel,302.1005,-56.1666
I4952,Gx,,Tel,302.1505,-55.4500
6860,Gx,,Pav,302.2005,-61.1000
6862,Gx,,Tel,302.2255,-56.4000
I4951,Gx,,Pav,302.3755,-61.8500
I4957,Gx,,Tel,302.4005,-55.7166
6868,Gx,12.0,Tel,302.4755,-48.3833
I1310,,,Cyg,302.5004,34.9667
I4953,,,Pav,302.5255,-62.8000
6870,Gx,12.2,Tel,302.5505,-48.2833
I4928,,,Oct,302.5507,-77.3000
I1311,C+N,13.0,Cyg,302.5754,41.2167
6867,Gx,,Tel,302.6005,-54.7833
6884,Pl,13.0,Cyg,302.6005,46.4666
6879,Pl,13.0,Sge,302.6254,16.9167
6881,Pl,14.0,Cyg,302.7004,37.4167
I4959,,,Tel,302.7505,-53.1000
6883,OC,8.0,Cyg,302.8254,35.8500
I4945,Gx,,Pav,302.8256,-71.0166
I4956,Gx,,Tel,302.8754,-45.6000
I4961,Gx,,Tel,302.8755,-53.1333
6882,OC,8.1,Vul,302.9254,26.5500
I4977,,,Cap,302.9754,-21.6333
6885,OC,6.0,Vul,303.0004,26.4833
6888,Nb,,Cyg,303.0004,38.3500
I4963,Gx,,Tel,303.0255,-55.2500
I4966,,,Tel,303.0755,-53.6000
I4965,Gx,,Pav,303.1255,-56.8333
6886,Pl,12.0,Sge,303.1754,19.9833
I4969,Gx,,Tel,303.2255,-53.9166
6875,Gx,13.0,Tel,303.3005,-46.1500
6878,Gx,13.4,Sgr,303.4754,-44.5166
I4975,Gx,,Tel,303.5005,-52.7166
I4968,,,Pav,303.6505,-64.7833
I4973,,,Pav,303.6505,-58.3666
I4978,,,Tel,303.6505,-54.4333
I4979,Gx,,Tel,303.6755,-53.4666
6891,Pl,12.0,Del,303.8004,12.7000
